,Estado,Cidade,Vacinados (1 Dose),População vacinada,Imunizados (Dose completas),População imunizada,População restante a vacinar
391,Tocantins,Nova Olinda,496,4.20 %,177,1.50 %,11.323
392,Tocantins,Nova Rosalândia,282,6.62 %,123,2.89 %,3.978
393,Tocantins,Novo Acordo,234,5.39 %,115,2.65 %,4.108
394,Tocantins,Novo Alegre,135,5.79 %,55,2.36 %,2.197
395,Tocantins,Novo Jardim,120,4.41 %,45,1.65 %,2.602
396,Tocantins,Oliveira de Fátima,100,8.99 %,32,2.88 %,1.012
397,Tocantins,Palmeirante,215,3.57 %,35,0.58 %,5.811
398,Tocantins,Palmeirópolis,340,4.44 %,198,2.59 %,7.319
399,Tocantins,Paraíso do Tocantins,2015,3.93 %,959,1.87 %,49.237
400,Tocantins,Paranã,442,4.23 %,196,1.88 %,10.007
401,Tocantins,Pau D'Arco,249,5.14 %,78,1.61 %,4.600
402,Tocantins,Pedro Afonso,591,4.35 %,283,2.08 %,12.987
403,Tocantins,Peixe,541,4.60 %,148,1.26 %,11.208
404,Tocantins,Pequizeiro,274,5.00 %,96,1.75 %,5.203
405,Tocantins,Colméia,318,3.88 %,116,1.41 %,7.887
406,Tocantins,Pindorama do Tocantins,264,5.94 %,62,1.39 %,4.183
407,Tocantins,Piraquê,118,3.90 %,40,1.32 %,2.910
408,Tocantins,Pium,483,6.31 %,174,2.27 %,7.171
409,Tocantins,Ponte Alta do Bom Jesus,198,4.31 %,100,2.18 %,4.398
410,Tocantins,Ponte Alta do Tocantins,266,3.31 %,87,1.08 %,7.773
411,Tocantins,Porto Alegre do Tocantins,213,6.79 %,59,1.88 %,2.926
412,Tocantins,Porto Nacional,3438,6.49 %,1358,2.56 %,49.572
413,Tocantins,Praia Norte,186,2.21 %,73,0.87 %,8.246
414,Tocantins,Presidente Kennedy,218,5.92 %,81,2.20 %,3.466
415,Tocantins,Pugmil,142,5.28 %,34,1.26 %,2.546
416,Tocantins,Recursolândia,162,3.77 %,50,1.16 %,4.131
417,Tocantins,Riachinho,182,3.92 %,53,1.14 %,4.463
418,Tocantins,Rio da Conceição,99,4.65 %,36,1.69 %,2.031
419,Tocantins,Rio dos Bois,155,5.47 %,45,1.59 %,2.679
420,Tocantins,Rio Sono,242,3.74 %,44,0.68 %,6.236
421,Tocantins,Sampaio,248,5.26 %,80,1.70 %,4.463
422,Tocantins,Sandolândia,200,5.93 %,135,4.00 %,3.175
423,Tocantins,Santa Fé do Araguaia,446,5.94 %,230,3.06 %,7.066
424,Tocantins,Santa Maria do Tocantins,138,4.02 %,31,0.90 %,3.296
425,Tocantins,Santa Rita do Tocantins,160,6.77 %,45,1.90 %,2.205
426,Tocantins,Santa Rosa do Tocantins,174,3.60 %,52,1.08 %,4.655
427,Tocantins,Santa Tereza do Tocantins,300,10.47 %,78,2.72 %,2.566
428,Tocantins,Santa Terezinha do Tocantins,201,7.95 %,63,2.49 %,2.328
429,Tocantins,São Bento do Tocantins,284,5.33 %,108,2.03 %,5.040
430,Tocantins,São Félix do Tocantins,104,6.56 %,43,2.71 %,1.481
431,Tocantins,São Miguel do Tocantins,575,4.74 %,193,1.59 %,11.564
432,Tocantins,São Salvador do Tocantins,106,3.44 %,58,1.88 %,2.976
433,Tocantins,São Sebastião do Tocantins,302,6.29 %,69,1.44 %,4.503
434,Tocantins,São Valério,192,4.85 %,103,2.60 %,3.768
435,Tocantins,Silvanópolis,495,9.16 %,152,2.81 %,4.908
436,Tocantins,Sítio Novo do Tocantins,816,9.04 %,232,2.57 %,8.213
437,Tocantins,Sucupira,122,6.21 %,31,1.58 %,1.844
438,Tocantins,Taguatinga,816,4.89 %,381,2.28 %,15.867
439,Tocantins,Taipas do Tocantins,157,7.31 %,46,2.14 %,1.991
440,Tocantins,Talismã,153,5.48 %,49,1.75 %,2.640
441,Tocantins,Palmas,14655,4.90 %,7706,2.58 %,284.472
442,Tocantins,Tocantínia,1511,20.03 %,734,9.73 %,6.034
443,Tocantins,Tocantinópolis,1999,8.74 %,1110,4.85 %,20.871
444,Tocantins,Tupirama,102,5.39 %,35,1.85 %,1.789
445,Tocantins,Tupiratins,141,5.28 %,45,1.68 %,2.530
446,Tocantins,Wanderlândia,280,2.40 %,135,1.16 %,11.403
447,Tocantins,Xambioá,684,5.93 %,231,2.00 %,10.856
448,Maranhão,Açailândia,3582,3.19 %,1436,1.28 %,108.863
449,Maranhão,Afonso Cunha,474,7.27 %,122,1.87 %,6.050
450,Maranhão,Água Doce do Maranhão,636,5.06 %,179,1.42 %,11.935
451,Maranhão,Alcântara,359,1.62 %,84,0.38 %,21.738
452,Maranhão,Aldeias Altas,908,3.42 %,190,0.72 %,25.624
453,Maranhão,Altamira do Maranhão,431,5.30 %,97,1.19 %,7.697
454,Maranhão,Alto Alegre do Maranhão,1072,3.96 %,317,1.17 %,25.981
455,Maranhão,Alto Alegre do Pindaré,2053,6.43 %,430,1.35 %,29.866
456,Maranhão,Alto Parnaíba,559,5.00 %,104,0.93 %,10.631
457,Maranhão,Amapá do Maranhão,374,5.37 %,78,1.12 %,6.588
458,Maranhão,Amarante do Maranhão,2478,5.98 %,968,2.34 %,38.957
459,Maranhão,Anajatuba,1507,5.62 %,343,1.28 %,25.296
460,Maranhão,Anapurus,579,3.68 %,163,1.04 %,15.153
461,Maranhão,Apicum-Açu,596,3.46 %,172,1.00 %,16.643
462,Maranhão,Araguanã,668,4.33 %,130,0.84 %,14.758
463,Maranhão,Araioses,1398,3.01 %,287,0.62 %,45.042
464,Maranhão,Arame,2031,6.21 %,704,2.15 %,30.670
465,Maranhão,Arari,763,2.56 %,146,0.49 %,29.085
466,Maranhão,Axixá,714,5.89 %,240,1.98 %,11.416
467,Maranhão,Bacabal,6273,5.98 %,1873,1.78 %,98.676
468,Maranhão,Bacabeira,679,3.98 %,147,0.86 %,16.376
469,Maranhão,Bacuri,778,4.19 %,267,1.44 %,17.804
470,Maranhão,Bacurituba,382,6.77 %,74,1.31 %,5.262
471,Maranhão,Balsas,2467,2.60 %,775,0.82 %,92.420
472,Maranhão,Barão de Grajaú,901,4.79 %,219,1.16 %,17.919
473,Maranhão,Barra do Corda,7566,8.58 %,2893,3.28 %,80.646
474,Maranhão,Barreirinhas,1721,2.75 %,627,1.00 %,60.807
475,Maranhão,Belágua,326,4.36 %,86,1.15 %,7.143
476,Maranhão,Bela Vista do Maranhão,743,6.63 %,214,1.91 %,10.466
477,Maranhão,Benedito Leite,424,7.53 %,106,1.88 %,5.208
478,Maranhão,Bequimão,1176,5.53 %,326,1.53 %,20.104
479,Maranhão,Bernardo do Mearim,484,8.01 %,103,1.70 %,5.559
480,Maranhão,Boa Vista do Gurupi,189,2.04 %,54,0.58 %,9.098
481,Maranhão,Bom Jardim,1567,3.76 %,449,1.08 %,40.063
482,Maranhão,Bom Jesus das Selvas,777,2.28 %,426,1.25 %,33.251
483,Maranhão,Bom Lugar,380,2.33 %,202,1.24 %,15.914
484,Maranhão,Brejo,1485,4.08 %,340,0.93 %,34.912
485,Maranhão,Brejo de Areia,307,3.34 %,81,0.88 %,8.881
486,Maranhão,Buriti,1020,3.56 %,218,0.76 %,27.658
487,Maranhão,Buriti Bravo,1064,4.45 %,264,1.11 %,22.820
488,Maranhão,Buriticupu,2034,2.81 %,545,0.75 %,70.324
489,Maranhão,Buritirana,850,5.51 %,194,1.26 %,14.580
490,Maranhão,Cachoeira Grande,291,3.09 %,108,1.15 %,9.140
491,Maranhão,Cajapió,621,5.56 %,166,1.49 %,10.556
492,Maranhão,Cajari,525,2.71 %,72,0.37 %,18.854
493,Maranhão,Campestre do Maranhão,588,4.09 %,172,1.20 %,13.786
494,Maranhão,Cândido Mendes,731,3.62 %,271,1.34 %,19.447
495,Maranhão,Cantanhede,779,3.54 %,228,1.04 %,21.216
496,Maranhão,Capinzal do Norte,705,6.45 %,200,1.83 %,10.229
497,Maranhão,Carolina,1350,5.55 %,292,1.20 %,22.972
498,Maranhão,Carutapera,1033,4.34 %,256,1.08 %,22.774
499,Maranhão,Caxias,10550,6.40 %,4028,2.44 %,154.330
500,Maranhão,Cedral,691,6.47 %,227,2.13 %,9.984
501,Maranhão,Central do Maranhão,358,4.13 %,82,0.95 %,8.315
502,Maranhão,Centro do Guilherme,506,3.76 %,73,0.54 %,12.952
503,Maranhão,Centro Novo do Maranhão,785,3.63 %,384,1.78 %,20.837
504,Maranhão,Chapadinha,2507,3.15 %,727,0.91 %,77.168
505,Maranhão,Cidelândia,668,4.55 %,196,1.33 %,14.029
506,Maranhão,Codó,7724,6.29 %,1378,1.12 %,115.135
507,Maranhão,Coelho Neto,2755,5.57 %,592,1.20 %,46.680
508,Maranhão,Colinas,1750,4.25 %,530,1.29 %,39.428
509,Maranhão,Conceição do Lago-Açu,481,2.96 %,167,1.03 %,15.756
510,Maranhão,Coroatá,3537,5.42 %,901,1.38 %,61.759
511,Maranhão,Cururupu,1620,4.95 %,491,1.50 %,31.075
512,Maranhão,Davinópolis,562,4.35 %,180,1.39 %,12.346
513,Maranhão,Dom Pedro,1910,8.18 %,707,3.03 %,21.440
514,Maranhão,Duque Bacelar,413,3.64 %,82,0.72 %,10.936
515,Maranhão,Esperantinópolis,980,5.68 %,291,1.69 %,16.261
516,Maranhão,Estreito,997,2.38 %,307,0.73 %,40.949
517,Maranhão,Feira Nova do Maranhão,454,5.34 %,98,1.15 %,8.050
518,Maranhão,Fernando Falcão,605,5.84 %,113,1.09 %,9.755
519,Maranhão,Formosa da Serra Negra,780,4.09 %,206,1.08 %,18.309
520,Maranhão,Fortaleza dos Nogueiras,616,4.88 %,172,1.36 %,12.015
521,Maranhão,Fortuna,868,5.58 %,214,1.38 %,14.684
522,Maranhão,Godofredo Viana,221,1.87 %,72,0.61 %,11.598
523,Maranhão,Gonçalves Dias,901,5.02 %,291,1.62 %,17.033
524,Maranhão,Governador Archer,743,6.85 %,226,2.08 %,10.097
525,Maranhão,Governador Edison Lobão,769,4.20 %,150,0.82 %,17.527
526,Maranhão,Governador Eugênio Barros,772,4.59 %,260,1.55 %,16.056
527,Maranhão,Governador Luiz Rocha,518,6.64 %,152,1.95 %,7.289
528,Maranhão,Governador Newton Bello,523,5.14 %,124,1.22 %,9.657
529,Maranhão,Governador Nunes Freire,986,3.86 %,244,0.95 %,24.591
530,Maranhão,Graça Aranha,425,6.79 %,96,1.53 %,5.837
531,Maranhão,Grajaú,4727,6.80 %,2228,3.20 %,64.800
532,Maranhão,Guimarães,989,8.22 %,242,2.01 %,11.041
533,Maranhão,Humberto de Campos,1021,3.56 %,357,1.24 %,27.696
534,Maranhão,Icatu,1044,3.85 %,323,1.19 %,26.069
535,Maranhão,Igarapé do Meio,862,6.08 %,234,1.65 %,13.315
536,Maranhão,Igarapé Grande,782,6.91 %,212,1.87 %,10.538
537,Maranhão,Imperatriz,9283,3.59 %,2919,1.13 %,249.399
538,Maranhão,Itaipava do Grajaú,439,2.73 %,99,0.62 %,15.618
539,Maranhão,Itapecuru Mirim,2468,3.62 %,902,1.32 %,65.735
540,Maranhão,Itinga do Maranhão,963,3.70 %,302,1.16 %,25.037
541,Maranhão,Jatobá,547,5.39 %,100,0.98 %,9.606
542,Maranhão,Jenipapo dos Vieiras,946,5.73 %,218,1.32 %,15.569
543,Maranhão,João Lisboa,971,4.11 %,367,1.55 %,22.661
544,Maranhão,Joselândia,712,4.40 %,212,1.31 %,15.456
545,Maranhão,Junco do Maranhão,235,6.85 %,79,2.30 %,3.197
546,Maranhão,Lago da Pedra,1969,3.92 %,641,1.28 %,48.297
547,Maranhão,Lago do Junco,744,6.86 %,199,1.84 %,10.096
548,Maranhão,Lago Verde,952,5.86 %,244,1.50 %,15.305
549,Maranhão,Lagoa do Mato,507,4.51 %,105,0.93 %,10.743
550,Maranhão,Lago dos Rodrigues,495,5.58 %,141,1.59 %,8.378
551,Maranhão,Lagoa Grande do Maranhão,438,3.84 %,103,0.90 %,10.956
552,Maranhão,Lajeado Novo,435,5.76 %,85,1.13 %,7.115
553,Maranhão,Lima Campos,998,8.39 %,235,1.98 %,10.895
554,Maranhão,Loreto,572,4.71 %,138,1.14 %,11.585
555,Maranhão,Luís Domingues,194,2.79 %,82,1.18 %,6.757
556,Maranhão,Magalhães de Almeida,503,2.54 %,151,0.76 %,19.323
557,Maranhão,Maracaçumé,684,3.20 %,193,0.90 %,20.711
558,Maranhão,Marajá do Sena,170,2.18 %,61,0.78 %,7.622
559,Maranhão,Maranhãozinho,477,2.93 %,132,0.81 %,15.788
560,Maranhão,Mata Roma,674,4.00 %,235,1.40 %,16.155
561,Maranhão,Matinha,1270,5.43 %,313,1.34 %,22.100
562,Maranhão,Matões,1052,3.11 %,195,0.58 %,32.730
563,Maranhão,Matões do Norte,237,1.42 %,123,0.73 %,16.508
564,Maranhão,Milagres do Maranhão,385,4.55 %,82,0.97 %,8.079
565,Maranhão,Mirador,809,3.85 %,235,1.12 %,20.206
566,Maranhão,Miranda do Norte,872,3.07 %,268,0.94 %,27.509
567,Maranhão,Mirinzal,937,6.26 %,269,1.80 %,14.025
568,Maranhão,Monção,1487,4.45 %,365,1.09 %,31.947
569,Maranhão,Montes Altos,1037,11.32 %,443,4.84 %,8.123
570,Maranhão,Morros,631,3.25 %,213,1.10 %,18.802
571,Maranhão,Nina Rodrigues,321,2.22 %,134,0.93 %,14.133
572,Maranhão,Nova Colinas,412,7.65 %,79,1.47 %,4.972
573,Maranhão,Nova Iorque,351,7.50 %,125,2.67 %,4.332
574,Maranhão,Nova Olinda do Maranhão,1228,5.87 %,462,2.21 %,19.700
575,Maranhão,Olho d'Água das Cunhãs,1028,5.27 %,230,1.18 %,18.477
576,Maranhão,Olinda Nova do Maranhão,487,3.31 %,150,1.02 %,14.214
577,Maranhão,Paço do Lumiar,3407,2.79 %,1234,1.01 %,118.790
578,Maranhão,Palmeirândia,1510,7.66 %,476,2.41 %,18.212
579,Maranhão,Paraibano,1093,5.11 %,184,0.86 %,20.293
580,Maranhão,Parnarama,1545,4.43 %,453,1.30 %,33.362
581,Maranhão,Passagem Franca,1091,5.74 %,335,1.76 %,17.928
582,Maranhão,Pastos Bons,1214,6.23 %,262,1.35 %,18.258
583,Maranhão,Paulino Neves,601,3.75 %,194,1.21 %,15.434
584,Maranhão,Paulo Ramos,1022,4.86 %,262,1.25 %,20.018
585,Maranhão,Pedreiras,1985,5.06 %,619,1.58 %,37.244
586,Maranhão,Pedro do Rosário,753,2.99 %,244,0.97 %,24.391
587,Maranhão,Penalva,1088,2.83 %,268,0.70 %,37.382
588,Maranhão,Peri Mirim,407,2.84 %,125,0.87 %,13.911
589,Maranhão,Peritoró,1175,5.07 %,317,1.37 %,22.021
590,Maranhão,Pindaré-Mirim,1456,4.42 %,436,1.32 %,31.485
591,Maranhão,Pinheiro,4392,5.27 %,1464,1.76 %,78.995
592,Maranhão,Pio XII,1179,5.49 %,352,1.64 %,20.306
593,Maranhão,Pirapemas,954,5.12 %,225,1.21 %,17.671
594,Maranhão,Poção de Pedras,1149,6.43 %,243,1.36 %,16.724
595,Maranhão,Porto Franco,1191,4.99 %,401,1.68 %,22.694
596,Maranhão,Porto Rico do Maranhão,296,4.95 %,76,1.27 %,5.679
597,Maranhão,Presidente Dutra,2824,5.91 %,845,1.77 %,44.980
598,Maranhão,Presidente Juscelino,414,3.25 %,111,0.87 %,12.320
599,Maranhão,Presidente Médici,382,5.45 %,82,1.17 %,6.633
600,Maranhão,Presidente Sarney,843,4.46 %,196,1.04 %,18.075
601,Maranhão,Presidente Vargas,348,3.11 %,122,1.09 %,10.845
602,Maranhão,Primeira Cruz,579,3.78 %,173,1.13 %,14.736
603,Maranhão,Raposa,1051,3.42 %,331,1.08 %,29.710
604,Maranhão,Riachão,1167,5.78 %,223,1.10 %,19.028
605,Maranhão,Ribamar Fiquene,385,4.94 %,104,1.33 %,7.406
606,Maranhão,Rosário,1405,3.29 %,377,0.88 %,41.335
607,Maranhão,Sambaíba,431,7.60 %,106,1.87 %,5.240
608,Maranhão,Santa Filomena do Maranhão,303,3.90 %,65,0.84 %,7.470
609,Maranhão,Santa Helena,987,2.34 %,298,0.71 %,41.143
610,Maranhão,Santa Inês,5153,5.79 %,1514,1.70 %,83.891
611,Maranhão,Santa Luzia,3249,4.47 %,712,0.98 %,69.418
612,Maranhão,Santa Luzia do Paruá,611,2.42 %,243,0.96 %,24.643
613,Maranhão,Santa Quitéria do Maranhão,698,2.72 %,243,0.95 %,24.944
614,Maranhão,Santa Rita,1735,4.58 %,375,0.99 %,36.120
615,Maranhão,Santana do Maranhão,501,3.74 %,150,1.12 %,12.885
616,Maranhão,Santo Amaro do Maranhão,399,2.52 %,131,0.83 %,15.447
617,Maranhão,Santo Antônio dos Lopes,1084,7.46 %,249,1.71 %,13.444
618,Maranhão,São Benedito do Rio Preto,734,3.93 %,172,0.92 %,17.929
619,Maranhão,São Bento,2061,4.56 %,389,0.86 %,43.150
620,Maranhão,São Bernardo,1336,4.69 %,354,1.24 %,27.171
621,Maranhão,São Domingos do Azeitão,542,7.33 %,110,1.49 %,6.850
622,Maranhão,São Domingos do Maranhão,1059,3.08 %,313,0.91 %,33.317
623,Maranhão,São Félix de Balsas,508,11.08 %,126,2.75 %,4.077
624,Maranhão,São Francisco do Brejão,351,2.98 %,112,0.95 %,11.447
625,Maranhão,São Francisco do Maranhão,880,7.21 %,180,1.47 %,11.330
626,Maranhão,São João Batista,1236,5.98 %,349,1.69 %,19.429
627,Maranhão,São João do Carú,587,3.71 %,215,1.36 %,15.221
628,Maranhão,São João do Paraíso,522,4.67 %,161,1.44 %,10.655
629,Maranhão,São João do Soter,629,3.39 %,113,0.61 %,17.914
630,Maranhão,São João dos Patos,1682,6.49 %,496,1.91 %,24.247
631,Maranhão,São José de Ribamar,4325,2.43 %,1035,0.58 %,173.362
632,Maranhão,São José dos Basílios,508,6.65 %,132,1.73 %,7.133
633,Maranhão,São Luís,75115,6.82 %,26470,2.40 %,1.026.769
634,Maranhão,São Luís Gonzaga do Maranhão,795,4.22 %,231,1.23 %,18.061
635,Maranhão,São Mateus do Maranhão,2012,4.84 %,438,1.05 %,39.517
636,Maranhão,São Pedro da Água Branca,403,3.18 %,109,0.86 %,12.287
637,Maranhão,São Pedro dos Crentes,339,7.26 %,66,1.41 %,4.329
638,Maranhão,São Raimundo das Mangabeiras,1273,6.75 %,263,1.39 %,17.595
639,Maranhão,São Raimundo do Doca Bezerra,264,5.04 %,74,1.41 %,4.973
640,Maranhão,São Roberto,241,3.59 %,65,0.97 %,6.478
641,Maranhão,São Vicente Ferrer,731,3.29 %,199,0.89 %,21.516
642,Maranhão,Satubinha,618,4.44 %,105,0.75 %,13.296
643,Maranhão,Senador Alexandre Costa,528,4.74 %,217,1.95 %,10.613
644,Maranhão,Senador La Rocque,972,6.80 %,244,1.71 %,13.321
645,Maranhão,Serrano do Maranhão,376,3.67 %,95,0.93 %,9.877
646,Maranhão,Sítio Novo,692,3.83 %,167,0.92 %,17.389
647,Maranhão,Sucupira do Norte,537,5.05 %,114,1.07 %,10.099
648,Maranhão,Sucupira do Riachão,428,7.56 %,100,1.77 %,5.232
649,Maranhão,Tasso Fragoso,403,4.73 %,112,1.31 %,8.118
650,Maranhão,Timbiras,1384,4.75 %,428,1.47 %,27.740
651,Maranhão,Timon,6347,3.75 %,1799,1.06 %,162.760
652,Maranhão,Trizidela do Vale,1232,5.60 %,292,1.33 %,20.766
653,Maranhão,Tufilândia,360,6.16 %,97,1.66 %,5.480
654,Maranhão,Tuntum,1398,3.34 %,392,0.94 %,40.434
655,Maranhão,Turiaçu,736,2.07 %,329,0.92 %,34.868
656,Maranhão,Turilândia,532,2.08 %,170,0.66 %,25.087
657,Maranhão,Tutóia,1736,2.95 %,396,0.67 %,57.124
658,Maranhão,Urbano Santos,1023,3.09 %,348,1.05 %,32.099
659,Maranhão,Vargem Grande,1204,2.13 %,484,0.86 %,55.306
660,Maranhão,Viana,2664,5.08 %,675,1.29 %,49.777
661,Maranhão,Vila Nova dos Martírios,464,3.46 %,130,0.97 %,12.928
662,Maranhão,Vitória do Mearim,1239,3.78 %,425,1.30 %,31.525
663,Maranhão,Vitorino Freire,1058,3.36 %,336,1.07 %,30.465
664,Maranhão,Zé Doca,1509,2.92 %,748,1.45 %,50.205
665,Piauí,Acauã,324,4.57 %,65,0.92 %,6.760
666,Piauí,Agricolândia,296,5.76 %,85,1.65 %,4.843
667,Piauí,Água Branca,1013,5.82 %,304,1.75 %,16.398
668,Piauí,Alagoinha do Piauí,496,6.48 %,119,1.56 %,7.155
669,Piauí,Alegrete do Piauí,212,4.31 %,48,0.98 %,4.703
670,Piauí,Alto Longá,1045,7.31 %,192,1.34 %,13.259
671,Piauí,Altos,1828,4.51 %,325,0.80 %,38.696
672,Piauí,Alvorada do Gurguéia,240,4.43 %,55,1.01 %,5.179
673,Piauí,Amarante,2176,12.37 %,361,2.05 %,15.422
674,Piauí,Angical do Piauí,522,7.69 %,89,1.31 %,6.266
675,Piauí,Anísio de Abreu,642,6.50 %,88,0.89 %,9.238
676,Piauí,Antônio Almeida,127,4.01 %,46,1.45 %,3.037
677,Piauí,Aroazes,465,7.97 %,76,1.30 %,5.370
678,Piauí,Aroeiras do Itaim,216,8.47 %,33,1.29 %,2.335
679,Piauí,Arraial,312,6.60 %,90,1.90 %,4.415
680,Piauí,Assunção do Piauí,747,9.52 %,121,1.54 %,7.099
681,Piauí,Avelino Lopes,639,5.66 %,130,1.15 %,10.650
682,Piauí,Baixa Grande do Ribeiro,237,2.05 %,63,0.54 %,11.349
683,Piauí,Barra D'Alcântara,371,9.39 %,57,1.44 %,3.580
684,Piauí,Barras,1596,3.39 %,39,0.08 %,45.470
685,Piauí,Barreiras do Piauí,156,4.66 %,25,0.75 %,3.192
686,Piauí,Barro Duro,484,6.88 %,75,1.07 %,6.548
687,Piauí,Batalha,867,3.23 %,186,0.69 %,25.990
688,Piauí,Bela Vista do Piauí,316,7.87 %,34,0.85 %,3.699
689,Piauí,Belém do Piauí,226,6.34 %,65,1.82 %,3.340
690,Piauí,Beneditinos,270,2.58 %,117,1.12 %,10.197
691,Piauí,Bertolínia,468,8.51 %,85,1.55 %,5.033
692,Piauí,Betânia do Piauí,351,5.66 %,72,1.16 %,5.854
693,Piauí,Boa Hora,291,4.29 %,60,0.88 %,6.490
694,Piauí,Bocaina,412,9.16 %,72,1.60 %,4.088
695,Piauí,Bom Jesus,1212,4.81 %,361,1.43 %,23.967
696,Piauí,Bom Princípio do Piauí,258,4.58 %,49,0.87 %,5.372
697,Piauí,Bonfim do Piauí,316,5.57 %,66,1.16 %,5.354
698,Piauí,Boqueirão do Piauí,260,4.06 %,69,1.08 %,6.147
699,Piauí,Brasileira,402,4.83 %,92,1.10 %,7.927
700,Piauí,Brejo do Piauí,100,2.58 %,29,0.75 %,3.775
701,Piauí,Buriti dos Lopes,1127,5.70 %,186,0.94 %,18.654
702,Piauí,Buriti dos Montes,244,2.96 %,61,0.74 %,8.000
703,Piauí,Cabeceiras do Piauí,492,4.65 %,88,0.83 %,10.094
704,Piauí,Cajazeiras do Piauí,205,5.76 %,39,1.10 %,3.354
705,Piauí,Cajueiro da Praia,272,3.56 %,51,0.67 %,7.370
706,Piauí,Caldeirão Grande do Piauí,373,6.46 %,56,0.97 %,5.403
707,Piauí,Campinas do Piauí,227,4.04 %,44,0.78 %,5.386
708,Piauí,Campo Alegre do Fidalgo,351,6.96 %,66,1.31 %,4.694
709,Piauí,Campo Grande do Piauí,410,6.90 %,53,0.89 %,5.533
710,Piauí,Campo Largo do Piauí,344,4.73 %,82,1.13 %,6.935
711,Piauí,Campo Maior,2724,5.82 %,839,1.79 %,44.109
712,Piauí,Canavieira,189,4.78 %,62,1.57 %,3.761
713,Piauí,Canto do Buriti,689,3.25 %,191,0.90 %,20.498
714,Piauí,Capitão de Campos,488,4.27 %,145,1.27 %,10.929
715,Piauí,Capitão Gervásio Oliveira,218,5.32 %,60,1.46 %,3.882
716,Piauí,Caracol,380,3.48 %,118,1.08 %,10.536
717,Piauí,Caraúbas do Piauí,180,3.07 %,61,1.04 %,5.688
718,Piauí,Caridade do Piauí,216,4.26 %,65,1.28 %,4.851
719,Piauí,Castelo do Piauí,1096,5.56 %,198,1.00 %,18.620
720,Piauí,Caxingó,277,5.11 %,49,0.90 %,5.147
721,Piauí,Cocal,751,2.70 %,187,0.67 %,27.036
722,Piauí,Cocal de Telha,322,6.58 %,66,1.35 %,4.569
723,Piauí,Cocal dos Alves,561,9.12 %,87,1.41 %,5.592
724,Piauí,Coivaras,386,9.60 %,64,1.59 %,3.634
725,Piauí,Colônia do Gurguéia,470,7.25 %,114,1.76 %,6.014
726,Piauí,Colônia do Piauí,891,11.64 %,104,1.36 %,6.765
727,Piauí,Conceição do Canindé,324,6.75 %,82,1.71 %,4.479
728,Piauí,Coronel José Dias,199,4.25 %,45,0.96 %,4.483
729,Piauí,Corrente,957,3.59 %,235,0.88 %,25.687
730,Piauí,Cristalândia do Piauí,555,6.69 %,118,1.42 %,7.739
731,Piauí,Cristino Castro,693,6.65 %,132,1.27 %,9.730
732,Piauí,Curimatá,706,6.20 %,203,1.78 %,10.682
733,Piauí,Currais,284,5.73 %,49,0.99 %,4.670
734,Piauí,Curralinhos,280,6.30 %,48,1.08 %,4.163
735,Piauí,Curral Novo do Piauí,181,3.39 %,26,0.49 %,5.162
736,Piauí,Demerval Lobão,337,2.44 %,163,1.18 %,13.480
737,Piauí,Dirceu Arcoverde,368,5.25 %,85,1.21 %,6.643
738,Piauí,Dom Expedito Lopes,423,6.13 %,89,1.29 %,6.481
739,Piauí,Domingos Mourão,161,3.70 %,41,0.94 %,4.194
740,Piauí,Dom Inocêncio,628,6.57 %,98,1.03 %,8.928
741,Piauí,Elesbão Veloso,760,5.20 %,179,1.23 %,13.842
742,Piauí,Eliseu Martins,250,5.09 %,70,1.42 %,4.665
743,Piauí,Esperantina,6,0.02 %,0,0.00 %,39.731
744,Piauí,Fartura do Piauí,462,8.71 %,64,1.21 %,4.845
745,Piauí,Flores do Piauí,349,7.82 %,62,1.39 %,4.114
746,Piauí,Floresta do Piauí,188,7.35 %,56,2.19 %,2.370
747,Piauí,Floriano,4461,7.44 %,1195,1.99 %,55.474
748,Piauí,Francinópolis,333,6.23 %,61,1.14 %,5.015
749,Piauí,Francisco Ayres,489,11.25 %,89,2.05 %,3.859
750,Piauí,Francisco Macedo,200,6.28 %,35,1.10 %,2.984
751,Piauí,Francisco Santos,590,6.33 %,112,1.20 %,8.729
752,Piauí,Fronteiras,907,7.80 %,177,1.52 %,10.718
753,Piauí,Geminiano,284,5.22 %,43,0.79 %,5.158
754,Piauí,Gilbués,419,3.92 %,120,1.12 %,10.271
755,Piauí,Guadalupe,647,6.16 %,127,1.21 %,9.852
756,Piauí,Guaribas,180,3.95 %,49,1.07 %,4.382
757,Piauí,Hugo Napoleão,232,5.98 %,60,1.55 %,3.645
758,Piauí,Ilha Grande,483,5.12 %,87,0.92 %,8.943
759,Piauí,Inhuma,912,5.96 %,146,0.95 %,14.396
760,Piauí,Ipiranga do Piauí,723,7.37 %,116,1.18 %,9.088
761,Piauí,Isaías Coelho,344,4.02 %,95,1.11 %,8.205
762,Piauí,Itainópolis,768,6.66 %,109,0.95 %,10.762
763,Piauí,Itaueira,704,6.39 %,139,1.26 %,10.315
764,Piauí,Jacobina do Piauí,192,3.34 %,66,1.15 %,5.549
765,Piauí,Jaicós,1195,6.26 %,216,1.13 %,17.909
766,Piauí,Jardim do Mulato,159,3.53 %,37,0.82 %,4.345
767,Piauí,Jatobá do Piauí,84,1.73 %,11,0.23 %,4.781
768,Piauí,Jerumenha,137,3.08 %,39,0.88 %,4.315
769,Piauí,João Costa,217,7.21 %,42,1.40 %,2.791
